"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV3b4d7ba7","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"ASVa83df13a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV6bb2edfb","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae",NA,NA
"ASV35acfcf0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVab1cc11c","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella",NA
"ASV2dadd845","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4ee6fb1c","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV0e32b57c","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-009",NA
"ASV02c095c7","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV35dd100b","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV292f5a01","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","plebeius"
"ASVb8e23b29","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"ASV7dc8f98e","Bacteria","Bacillota","Clostridia","Clostridia vadinBB60 group",NA,NA,NA
"ASVd3b329f9","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASV480f8110","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",NA,NA
"ASVbe1aa676","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Tractidigestivibacter",NA
"ASV67d76dd2","Bacteria","Bacillota","Clostridia","Clostridia vadinBB60 group",NA,NA,NA
"ASVc1504bac","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","porcorum"
"ASVfbe59847","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"ASV435642d2","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV17ce78e2","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Catenibacterium",NA
"ASVfb82cda9","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV3a15e057","Bacteria","Bacillota","Clostridia","Clostridia vadinBB60 group",NA,NA,NA
"ASV2bc65678","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASVbcd3de78","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Pseudoramibacter",NA
"ASV4189c47b","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASVdd430167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV6e9f7ea2","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"ASV7b70afad","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASVa4131c03","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group",NA
"ASVda3c8d58","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA
"ASVcb486799","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVbb11ed4b","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae ND3007 group",NA
"ASVe7a9998a","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV0e722fd7","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA
"ASV7e57493c","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Massiliomicrobiota",NA
"ASVea91929b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVb2b9bf40","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVdf0a55aa","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV440c052f","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA
"ASV6e955dcd","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV598fd9cf","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVa16cf653","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASV00ece082","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA
"ASV62a38aac","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"ASV7e2485b8","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola",NA
"ASVd00d9309","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Asteroleplasma",NA
"ASVaf1c09eb","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"ASV97cf06b8","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-008",NA
"ASVc3d34173","Bacteria","Bacillota","Clostridia","Clostridia vadinBB60 group",NA,NA,NA
"ASV486079ad","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV3252298b","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","longicatena"
"ASVb43072cb","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASV60619f07","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVfe093c55","Bacteria","Bacillota","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",NA
"ASV416de568","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"ASVd95f846c","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group","bacterium"
"ASV2e180f4a","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"ASVa55bdae6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVb9963500","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV2101f698","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Papillibacter",NA
"ASV80c06fec","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASV7f81cc35","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales",NA,NA,NA
"ASVb3cd7480","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"ASVa5d60e07","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV21b98389","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVf702fc07","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVc1b62c11","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVc2df24c1","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera",NA
"ASVdcbcd0b8","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV312c5826","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter",NA
"ASV928332a2","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASV1641c4c4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVb76f5a75","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group",NA
"ASV2a2944af","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASVeda65913","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","succinifaciens"
"ASVb4877ddf","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV467fd280","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVbc1014b4","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Pseudoramibacter","alactolyticus"
"ASVc27a0e25","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA
"ASV48958f47","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVdfcf8e56","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASVce5d95b7","Bacteria","Bacillota","Clostridia","Clostridia UCG-014",NA,NA,NA
"ASV6df0b2b1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV013aaa3e","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Enorma",NA
"ASV493cc5a9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella",NA
"ASV06ea9819","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA
"ASVf8f19243","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Pasteurella","aerogenes"
"ASVdf6be300","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae",NA,NA
"ASVe05750de","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV13872780","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","ultunensis"
"ASVb54d3b09","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV4081bb3a","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","saccharivorans"
"ASVe86011ff","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASVa9c5c238","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA
"ASV6ccc6c1a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"ASVff4b9570","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","kribbi"
"ASVa7b5c925","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae",NA,NA
"ASV85b76789","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVbde38dce","Bacteria","Bacillota","Bacilli","RF39",NA,NA,NA
"ASV13ca7f58","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group",NA
"ASV72bec582","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASVe66dedae","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Adlercreutzia",NA
"ASV55ad1fe0","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA
"ASVbf52bccc","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae",NA,NA
"ASV93475990","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","ultunensis"
"ASVe99175de","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"ASV9cba4b50","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"ASV13fc9d84","Bacteria","Bacillota","Clostridia","Peptococcales","Peptococcaceae","Peptococcus",NA
"ASV0b526714","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Pseudoramibacter",NA
"ASVc27fcf17","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA
"ASV3037809c","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA
"ASVd58cae08","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV74cd27cb","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"ASV8121bd31","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae",NA,NA
"ASV7cbed78e","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA
"ASVde264f07","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASVe753d70e","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV153a64d1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV6f9f0053","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA,NA
"ASV950eebc0","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV449fe65e","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",NA
"ASVffb89212","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"ASVd6118727","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Angelakisella",NA
"ASV9a89b881","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"ASV8d112b5e","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter",NA
"ASV67890458","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella",NA
"ASV98e73751","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASVf5060d60","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV5f3b4711","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Anaerovibrio",NA
"ASVdd0478fc","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASVb160efdd","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae",NA,NA
"ASV0f1f2205","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Lunatibacter",NA
"ASV09f81b4a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA
"ASVb6bc794b","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV1e540985","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","ginsengisoli"
"ASV8dbbe542","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVe5213578","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","petroleophila"
"ASV9d23ac74","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV2046725a","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK3A20 group",NA
"ASVa52ffbbe","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV4adf7e90","Bacteria","Bacillota","Clostridia","Clostridia UCG-014",NA,NA,NA
"ASVa0c2ebdc","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASV60156478","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA
"ASV3c98bede","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae",NA,NA
"ASVdd9f0d1c","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASV361f997a","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter","muris"
"ASV4b2bd988","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII AD3011 group",NA
"ASV96dafe1d","Bacteria","Bacillota","Bacilli","Lactobacillales",NA,NA,NA
"ASV08f96435","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","faecale"
"ASVc18a3ca2","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","ultunensis"
"ASVefa98b63","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVa86180fc","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"ASV67e1d31c","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola",NA
"ASV5656a1c0","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Pseudoramibacter",NA
"ASVc860110b","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"ASVea731bc5","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA
"ASV184f7827","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group",NA
"ASV49a035c3","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Candidatus Soleaferrea",NA
"ASV1f6dd3c8","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV3401d4a4","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV80cf2565","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005",NA
"ASV8c4c0a59","Bacteria","Bacillota","Bacilli","Erysipelotrichales",NA,NA,NA
"ASVde5585e4","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",NA
"ASV88462379","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVbc121a88","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia",NA
"ASV8654286f","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"ASV4c957c42","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","mastomyrinus"
"ASV48d02c34","Bacteria",NA,NA,NA,NA,NA,NA
"ASV37c75c95","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",NA,NA
"ASV649de92b","Bacteria","Bacillota","Bacilli","RF39",NA,NA,NA
"ASV093159a9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003",NA
"ASV182abbe5","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Bradymonadales",NA,NA,NA
"ASVfd4f440b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVf66fd4e6","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVdf7c0171","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVfb6ffc3e","Bacteria","Bacillota","Bacilli","RF39",NA,NA,NA
"ASVdf0d7171","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","[Clostridium] innocuum group","innocuum"
"ASV68e32cf5","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII AD3011 group",NA
"ASV76139b61","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella",NA
"ASVabbf2e8e","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASVf2db6ff3","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV72c59c68","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV738ac2a8","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA
"ASV730fd555","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus",NA
"ASV5ef9f630","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4807fcea","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","berlinense"
"ASVded9183b","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter",NA
"ASVa417f35d","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"ASV11ce6cb6","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVdf8a5609","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV8ebee3b1","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII UCG-001",NA
"ASV20601260","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV5dbc3457","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"ASV07f2732f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVb6908382","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV2fabbb5b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA
"ASVd4b93006","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a",NA
"ASV64b1a71f","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVadbdd19f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","F082",NA,NA
"ASV21b0fa6c","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-009",NA
"ASV17783acf","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVf8a38956","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVf187d4a9","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV00b0f983","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA
"ASV5742b521","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA,NA
"ASV5978af3b","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group",NA
"ASV5d75fa0f","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta",NA
"ASV1a533f87","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",NA
"ASV6ace6504","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV734f4e02","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASV540369a9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella",NA
"ASVac53355c","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASV160cbbf6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA
"ASV902f1fda","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA
"ASVcedcd971","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Catenibacterium",NA
"ASVe8dbbdaf","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV5b409a2b","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVa1240a89","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV07d5952e","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV8e18df69","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Tractidigestivibacter",NA
"ASV63d08910","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",NA,NA
"ASV746d621a","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema",NA
"ASV1543ac69","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV897bf9e7","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter",NA
"ASVd8329389","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"ASVf7858d05","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group",NA
"ASV902cd25c","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV865ce0c6","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",NA,NA
"ASV1844e405","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella",NA
"ASV592d02da","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA
"ASVc125a855","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA
"ASV5363ee5b","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",NA,NA
"ASV29ced706","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVdb534278","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA
"ASV3c00fe9c","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas","funiformis"
"ASV28372e79","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA
"ASV246b9cfc","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV47ffd74a","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV2055af52","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV6b687902","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV726eb0ab","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum",NA
"ASVb085658f","Bacteria","Bacillota","Clostridia","Oscillospirales",NA,NA,NA
"ASV4c902ff6","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriales Incertae Sedis",NA,NA
"ASV21f717dc","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",NA
"ASV2e2eba8a","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV9d3e6ff1","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV4f89cc5b","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Papillibacter",NA
"ASV740bb1ba","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",NA,NA
"ASV1caeea58","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
